,Title,Price,Link,Rating,Image
256,"Samsung Galaxy S24 Ultra  6.8'' (512GB/12GB) Single Sim -Gray₦ 1,700,000","₦ 1,700,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-512gb12gb-single-sim-gray-350766148.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/1667053/1.jpg?9162
257,"Samsung Galaxy S24 Ultra Sensor Clear View Case With Full Glue Screen Protector₦ 95,000","₦ 95,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-sensor-clear-view-case-with-full-glue-screen-protector-320974799.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/7479023/1.jpg?6640
258,"Samsung Galaxy S24 5G - (Onyx Black, 8GB + 256GB, Unlocked)₦ 1,045,000₦ 1,200,00013%","₦ 1,045,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-onyx-black-8gb-256gb-unlocked-318292013.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0292813/1.jpg?0131
259,"Shipped from abroadSamsung For Samsung Galaxy S24 Ultra Case, Slim Hard PC TPU Bumper Hybrid Protective Cover With Stand₦ 9,560₦ 13,65030%","₦ 9,560",https://www.jumia.com.ng/samsung-for-samsung-galaxy-s24-ultra-case-slim-hard-pc-tpu-bumper-hybrid-protective-cover-with-stand-312998347.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/3899213/1.jpg?3315
260,"Samsung Galaxy S24 Ultra 6.8'' 12GB  1TBGB ROM Dual Sim 5G - Yellow₦ 2,400,000","₦ 2,400,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-12gb-1tbgb-rom-dual-sim-5g-yellow-350718124.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/1817053/1.jpg?1775
261,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Purple₦ 1,548,000₦ 1,680,0008%","₦ 1,548,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-purple-291645161.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/1546192/1.jpg?0062
262,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-flexible-silicone-shockproof-protective-cover-case-305169328.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/3961503/1.jpg?0624
263,"Samsung Galaxy S24 Plus - 6.7"" (256GB/12GB) Single Sim 5G - Black₦ 1,100,000","₦ 1,100,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-6.7-256gb12gb-single-sim-5g-black-341740958.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/9047143/1.jpg?6185
264,"Samsung 65W PD Power Adapter Superfast Charging Trio USB A Port For Note 20 Ultra, S22, S23, S24 Ultra, Z Folds, Z Flip, Redmi, Huawei₦ 9,300₦ 10,0007%","₦ 9,300",https://www.jumia.com.ng/samsung-65w-pd-power-adapter-superfast-charging-trio-usb-a-port-for-note-20-ultra-s22-s23-s24-ultra-z-folds-z-flip-redmi-huawei-313558918.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/9855313/1.jpg?7584
265,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Yellow₦ 1,548,000₦ 1,680,0008%","₦ 1,548,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-yellow-291645249.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/2546192/1.jpg?0053
266,"Samsung Galaxy S24+ 5G - 6.7"" (256GB/12GB) DualSIM, 4900mAh - Purple₦ 1,750,000₦ 1,900,0008%","₦ 1,750,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.7-256gb12gb-dualsim-4900mah-purple-291656910.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/9656192/1.jpg?3471
267,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Single Sim - Purple₦ 950,000","₦ 950,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-single-sim-purple-340470222.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/2074043/1.jpg?6025
268,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Leather Cover Kickstand Magnetic Shockproof TPU Bumper₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-leather-cover-kickstand-magnetic-shockproof-tpu-bumper-315900793.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/7009513/1.jpg?1337
269,"Samsung Galaxy S24 5G - 6.2"" (128GB/8GB) Dual SIM, 4000mAh - Grey₦ 1,490,000₦ 1,550,0004%","₦ 1,490,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-128gb8gb-dual-sim-4000mah-grey-291644635.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/6446192/1.jpg?3569
270,"Samsung Galaxy S24 Plus 5G Pure Liquid Silicone Protective Back Case₦ 5,000₦ 7,00029%","₦ 5,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-pure-liquid-silicone-protective-back-case-289888128.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/1888982/1.jpg?0166
271,"Shipped from abroadSamsung Galaxy S24 S9210 5G 8G+256G Dual Sim YELLOW₦ 1,005,750₦ 1,446,00030%","₦ 1,005,750",https://www.jumia.com.ng/samsung-galaxy-s24-s9210-5g-8g256g-dual-sim-yellow-295887943.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/9788592/1.jpg?7621
272,"Samsung Galaxy S24 5G - 6.2"" (128GB/8GB) Dual SIM, 4000mAh - Black₦ 1,490,000₦ 1,550,0004%","₦ 1,490,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-128gb8gb-dual-sim-4000mah-black-291644613.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6446192/1.jpg?3637
273,"Samsung Galaxy S24 Silicone Back Case And Full Glue Screen Protector Tempered Glass- Blac₦ 15,000","₦ 15,000",https://www.jumia.com.ng/samsung-galaxy-s24-silicone-back-case-and-full-glue-screen-protector-tempered-glass-blac-288803867.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/8308882/1.jpg?7146
274,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951126.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/1159472/1.jpg?3953
275,"Samsung Galaxy S24 Plus 5G Classic Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-classic-smart-window-leather-flip-cover-288805653.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/6508882/1.jpg?6183
276,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Single Sim - Violent₦ 950,000","₦ 950,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-single-sim-violent-341726441.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4627143/1.jpg?6243
277,"Samsung Galaxy S24+ 5G - 6.7"" (512GB/12GB) DualSIM, 4900mAh - Purple₦ 1,950,000₦ 2,123,0008%","₦ 1,950,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.7-512gb12gb-dualsim-4900mah-purple-291658185.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/1856192/1.jpg?3304
278,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291992327.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3299192/1.jpg?2905
279,"Shipped from abroadSamsung For Samsung Galaxy S24 Ultra Case, Retro PU Leather Magnetic Flip Case Cover₦ 9,770₦ 13,95030%","₦ 9,770",https://www.jumia.com.ng/samsung-for-samsung-galaxy-s24-ultra-case-retro-pu-leather-magnetic-flip-case-cover-304261000.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/0162403/1.jpg?8666
280,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-flexible-silicone-shockproof-protective-cover-case-305169298.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/2961503/1.jpg?0626
281,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-flexible-silicone-shockproof-protective-cover-case-305169327.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3961503/1.jpg?0624
282,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Grey₦ 1,548,000₦ 1,680,0008%","₦ 1,548,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-grey-291645199.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/1546192/1.jpg?0058
283,"Samsung Galaxy S24 Ultra Dual SIM - 12GB RAM - 512GB - 5G - Black₦ 1,699,700₦ 4,000,00058%","₦ 1,699,700",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-dual-sim-12gb-ram-512gb-5g-black-337858900.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/9858733/1.jpg?4898
284,"Samsung Galaxy S24 Plus 5G Classic Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-classic-smart-window-leather-flip-cover-288805655.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/6508882/1.jpg?6183
285,"Samsung Galaxy S24 Ultra Protective Silicon Case₦ 4,100₦ 7,00041%","₦ 4,100",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-protective-silicon-case-304313884.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/8313403/1.jpg?7804
286,"Samsung Galaxy S24 5G Anti-drop Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-anti-drop-smart-window-leather-flip-cover-288805643.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/6508882/1.jpg?5716
287,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-flexible-silicone-shockproof-protective-cover-case-305169289.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2961503/1.jpg?0628
288,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Single Sim - Black₦ 950,000","₦ 950,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-single-sim-black-340467464.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/4764043/1.jpg?6042
289,"Samsung Galaxy S24 Plus 5G Pure Liquid Silicone Protective Back Case₦ 5,000₦ 7,00029%","₦ 5,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-pure-liquid-silicone-protective-back-case-289888014.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0888982/1.jpg?0106
290,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991815.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/8199192/1.jpg?2903
291,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-flexible-silicone-shockproof-protective-cover-case-305169282.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2961503/1.jpg?0628
292,"Samsung Galaxy S24 Ultra Silicone Back Case - Black₦ 9,500₦ 10,0005%","₦ 9,500",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-silicone-back-case-black-305011572.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/5110503/1.jpg?1731
293,"Samsung Galaxy S24 5G - 6.2"" (128GB/8GB) Dual SIM, 4000mAh-Black₦ 1,302,000₦ 1,500,00013%","₦ 1,302,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-128gb8gb-dual-sim-4000mah-black-337707047.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/0707733/1.jpg?4291
294,"Samsung Galaxy S24 5G - 6.2"" (128GB/8GB) Dual SIM, 4000mAh - Yellow₦ 1,490,000₦ 1,550,0004%","₦ 1,490,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-128gb8gb-dual-sim-4000mah-yellow-291644680.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/6446192/1.jpg?3055
295,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991801.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/8199192/1.jpg?2907
296,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Lattice PU Leather Magnetic Closure Case With Card Slots₦ 13,220₦ 18,88030%","₦ 13,220",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-lattice-pu-leather-magnetic-closure-case-with-card-slots-322992338.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3299223/1.jpg?1324
297,"Samsung Galaxy S24 Ultra Protective Silicon Case₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-protective-silicon-case-304313855.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/8313403/1.jpg?7804
298,"Shipped from abroadSamsung Anime Cartoon Advanced Feeling Full Surround Anti Drop Phone Case For Galaxy S21 S22 S23 S24 Ultra S23 Ultra S22 Ultra S21 Ultra Phone Protective Case₦ 7,290₦ 7,4252%","₦ 7,290",https://www.jumia.com.ng/samsung-anime-cartoon-advanced-feeling-full-surround-anti-drop-phone-case-for-galaxy-s21-s22-s23-s24-ultra-s23-ultra-s22-ultra-s21-ultra-phone-protective-case-313735181.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/1537313/1.jpg?9001
299,"Shipped from abroadSamsung Anime Cartoon Advanced Feeling Full Surround Anti Drop Phone Case For Galaxy S24 Ultra Phone Protective Case₦ 8,073₦ 8,1001%","₦ 8,073",https://www.jumia.com.ng/samsung-anime-cartoon-advanced-feeling-full-surround-anti-drop-phone-case-for-galaxy-s24-ultra-phone-protective-case-315878043.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/0878513/1.jpg?5780
300,"Samsung Galaxy S24 Plus 5G Classic Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-classic-smart-window-leather-flip-cover-288805648.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/6508882/1.jpg?5773
301,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991800.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/8199192/1.jpg?2908
302,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Purple₦ 1,550,000₦ 1,680,0008%","₦ 1,550,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-purple-291644990.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/9446192/1.jpg?5329
303,"Samsung Galaxy S24+ 5G - 6.7"" (512GB/12GB) DualSIM, 4900mAh - Yellow₦ 1,950,000₦ 2,123,0008%","₦ 1,950,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.7-512gb12gb-dualsim-4900mah-yellow-291659553.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/5956192/1.jpg?1460
304,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Skin Feel Magnetic S-type Solid Color Flip Leather Case₦ 10,080₦ 14,40030%","₦ 10,080",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-skin-feel-magnetic-s-type-solid-color-flip-leather-case-319391733.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/7193913/1.jpg?6506
305,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Skin Feel Magnetic S-type Solid Color Flip Leather Case₦ 10,080₦ 14,40030%","₦ 10,080",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-skin-feel-magnetic-s-type-solid-color-flip-leather-case-319391740.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/7193913/1.jpg?6503
306,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Vintage PU Leather Magnetic Flip Wallet Case Cover₦ 9,770₦ 13,95730%","₦ 9,770",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-vintage-pu-leather-magnetic-flip-wallet-case-cover-319392251.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/2293913/1.jpg?6368
307,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra,Rugged Armor Protection Case With Slide Camera Cover & Ring Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultrarugged-armor-protection-case-with-slide-camera-cover-ring-stand-318121357.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/3121813/1.jpg?7426
308,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Emboss Sunflower PU Leather Flip Card Slots Stand Cover₦ 9,770₦ 13,95730%","₦ 9,770",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-emboss-sunflower-pu-leather-flip-card-slots-stand-cover-319391360.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/3193913/1.jpg?6626
309,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Embossed Diamond Lattice PU Leather Soft TPU Inner Shell₦ 10,940₦ 15,62830%","₦ 10,940",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-embossed-diamond-lattice-pu-leather-soft-tpu-inner-shell-319392009.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/0293913/1.jpg?6424
